,GDP(SA),수출(NSA),수입(NSA),소비자물가지수(NSA),NSI,전산업생산지수(SA),일평균수출(NSA),일평균수입(NSA),일평균수출(SA),일평균수입(SA),소비자물가지수(SA),"일평균수출(실질, SA)"
200108,,11766192.0,11337826.0,66.245,,57.3,474443.2258064516,457170.4032258064,506559.07912561,491243.901987736,66.2460916060572,764662.5889085551
200109,238138.8,12447324.0,11709659.0,66.182,,57.8,529673.3617021276,498283.3617021277,495467.876426489,478295.18888607796,65.9362394229641,751434.8418449971
200110,,12086028.0,11506884.0,66.182,,57.9,530088.947368421,504687.8947368421,519007.48498253705,494194.497569416,66.1903527470161,784113.4900220549
200111,,12348967.0,11532771.0,65.804,,58.4,497942.21774193546,465031.0887096774,501935.33330972603,473761.773272138,66.2716916232187,757390.2536899629
200112,242336.2,11914472.0,11301958.0,65.93,,57.1,506998.8085106383,480934.3829787234,504722.864536163,478586.80313998397,66.3522278252026,760672.0694681088
200201,,11381879.0,11326430.0,66.308,,59.4,458946.73387096776,456710.8870967742,477991.79230891704,458232.241162382,66.443341529414,719397.5819191956
200202,,11023037.0,10471161.0,66.624,,59.8,556719.0404040404,528846.5151515151,562326.3305632371,509170.000011474,66.599632132323,844338.4934108692
200203,248502.4,13251323.0,11990097.0,67.003,,60.6,563886.085106383,510216.89361702127,556875.864554069,501131.596207219,66.60514125513039,836085.4043097979
200204,,13184534.0,12559696.0,67.382,,61.3,553972.0168067226,527718.319327731,545631.665096178,521284.402246115,67.0172262555311,814166.2906425429
200205,,14173177.0,12698101.0,67.634,,61.2,571499.0725806451,512020.2016129032,557447.869223837,518962.475412595,67.5397699396618,825362.4045830271
200206,253005.6,12894088.0,11934221.0,67.571,,61.0,599725.023255814,555080.0465116279,580657.4534558,557123.175835854,67.5686790414711,859358.8948208005
200207,,13395179.0,13031773.0,67.382,,62.4,562822.6470588235,547553.4873949579,596943.631998614,563304.898266265,67.493086287205,884451.5265732922
200208,,13959110.0,12860751.0,67.824,,61.5,569759.5918367347,524928.612244898,610426.954489987,563628.682881311,67.8189608306957,900083.0254740503
200209,258120.9,13900763.0,12991557.0,68.204,,62.0,628993.8009049774,587853.257918552,590602.90139263,565318.725439445,67.9684279549057,868937.1214889229
200210,,15084659.0,13817061.0,68.013,,62.3,608252.3790322581,557139.5564516129,593360.4854242189,545884.7205022511,68.0222625892629,872303.3648661358
200211,,15196561.0,13993431.0,68.077,,62.4,620267.7959183673,571160.4489795918,622376.460759433,581887.9416576871,68.5407538645217,908038.5400919695
200212,260953.4,15026217.0,14451874.0,68.391,,62.0,659044.6052631579,633854.1228070175,660721.84907704,632671.130446934,68.8087196201206,960229.8265754039
200301,,14319931.0,14494967.0,68.835,,62.3,601677.7731092437,609032.2268907563,623792.7883031829,612885.507273476,68.9481338190166,904727.588335588
200302,,13337145.0,13858274.0,69.213,,61.5,603490.7239819004,627071.221719457,611189.428283663,604219.493928776,69.1856658781852,883404.7060554142
200303,259233.3,15378850.0,15870217.0,70.034,,62.3,646170.1680672269,666815.8403361344,639939.989680262,654015.425315429,69.6293031119689,919067.0609631017
200304,,15720592.0,14758747.0,69.908,,62.4,652306.7219917012,612396.1410788381,641919.440001872,601285.1273243721,69.55088427465189,922949.3581519023
200305,,14676092.0,13523642.0,69.782,,62.4,652270.7555555556,601050.7555555556,631012.337576634,602568.926660191,69.67271452959079,905680.7127970245
200306,258833.7,15656327.0,13428141.0,69.592,,63.3,686681.0087719298,588953.5526315789,666200.242218188,594322.24575667,69.636274626806,956685.6437804599
200307,,15431714.0,14898003.0,69.53,,62.8,622246.5322580645,600725.9274193548,658445.2568493789,619242.554465795,69.6397010326846,945502.7047579442
200308,,15375268.0,13541360.0,69.845,,63.6,654266.7234042553,576228.085106383,703092.223784224,616964.416106049,69.8237727611813,1006952.4976672556
200309,263836.1,17021082.0,14531444.0,70.477,,63.7,780783.5779816513,666580.0,737650.042940414,643257.478800179,70.2452519325875,1050106.6230758447
200310,,18929665.0,16536628.0,70.539,,64.2,763292.943548387,666799.5161290322,741122.329439116,653252.715503084,70.544446819031,1050575.0103056745
200311,,18242088.0,15760750.0,70.413,,64.3,776259.0638297872,670670.2127659575,774666.082581048,684816.886137501,70.87318006739001,1093031.3580460958
200312,270800.0,19728688.0,17624485.0,70.73,,64.2,795511.6129032258,710664.7177419355,802123.1672895871,710758.395213796,71.14390874365009,1127465.697983849
200401,,18987120.0,16208879.0,71.172,,64.9,883121.8604651163,753901.3488372093,915573.0656321391,762240.8749779271,71.2646828875955,1284750.0732954303
200402,,19136968.0,17468564.0,71.487,,65.5,839340.701754386,766165.0877192982,852579.143978544,741255.2806333391,71.4669637212066,1192969.589843588
200403,274198.0,21174855.0,19120078.0,72.181,,65.2,853824.7983870967,770970.8870967742,848467.996246353,755233.841816175,71.7955275381522,1181783.91515471
200404,,21483357.0,18829952.0,72.181,,65.8,942252.5,825875.0877192982,928580.977648902,808283.942011668,71.8406063121373,1292557.2671454758
200405,,20834259.0,17895384.0,72.119,,65.7,955699.9541284404,820889.1743119266,916735.518129666,812393.214659517,71.9855495477253,1273499.3674277428
200406,276291.5,21657111.0,18544350.0,72.119,,64.9,873270.6048387097,747756.0483870967,846630.279238904,757439.715463945,72.2034350652415,1172562.3281965835
200407,,21003794.0,18390091.0,72.561,,64.9,875158.0833333334,766253.7916666666,923419.12672097,789075.838314338,72.64873197016891,1271073.9770380924
200408,,19798969.0,18124364.0,73.191,,65.0,824957.0416666666,755181.8333333334,887223.80614316,804341.673435779,73.15504966201951,1212799.1303979484
200409,277412.1,20831133.0,18193347.0,73.191,,65.6,991958.7142857143,866349.8571428572,941285.660480076,837722.8781313391,72.9560320613089,1290209.5054855268
200410,,22663289.0,20408216.0,73.191,,65.4,964395.2765957447,868434.7234042553,930370.6466785771,851113.8222574809,73.1922426420763,1271132.8592952986
200411,,23076612.0,20311965.0,72.75,,65.4,961525.5,846331.875,955958.129570105,865918.7333205809,73.1963417403976,1306018.9988190415
200412,279514.7,23197206.0,20967497.0,72.877,,64.8,946824.7346938775,855816.2040816327,957822.460248364,857227.439870384,73.27568161330409,1307149.164852613
200501,,22454025.0,19450003.0,73.594,106.39,67.0,976261.9565217391,845652.304347826,1024324.09577067,860647.184059912,73.6902645259775,1390039.922315074
200502,,20401096.0,18396908.0,73.892,110.62,66.4,1073741.894736842,968258.3157894737,1091941.16741514,944238.7643557129,73.8983057914847,1477626.794985284
200503,281893.1,23952500.0,22779866.0,74.338,103.98,67.5,998020.8333333334,949161.0833333334,999877.5959488491,934528.189420224,73.9882417719197,1351400.6712460173
200504,,22872505.0,21244490.0,74.413,100.87,67.2,1016555.7777777778,944199.5555555555,1002848.5111023,924710.098483672,74.1114291349396,1353163.098874193
200505,,23122703.0,21161778.0,74.338,101.94,67.2,1005334.9130434783,920077.304347826,951239.377477557,896102.0614673471,74.1858800797795,1282237.7741621374
200506,287212.6,23707576.0,21288597.0,74.114,102.04,67.6,1030764.1739130435,925591.1739130435,998723.387057,938056.084366537,74.2050004757632,1345897.6897159412
200507,,23235522.0,21508824.0,74.413,108.8,68.1,988745.6170212766,915269.1063829787,1033326.80642157,937901.5046305209,74.4417159774946,1388101.8093859737
200508,,23342967.0,22000828.0,74.636,97.81,68.5,972623.625,916701.1666666666,1046650.39784195,968879.761925842,74.57231812974929,1403537.430633268
200509,291536.1,24519191.0,22718657.0,75.008,109.38,68.6,1089741.822222222,1009718.088888889,1034935.74467423,973689.628988045,74.77197326614221,1384122.5521633562
200510,,25352748.0,22652735.0,74.859,105.65,69.1,1126788.8,1006788.2222222222,1083611.96375954,985984.164993921,74.8529955591941,1447653.4381347701
200511,,25826192.0,23849552.0,74.561,117.05,70.8,1076091.3333333333,993731.3333333334,1070940.09294283,1021328.13172439,74.9989611510533,1427939.9027752928
200512,294487.8,25631716.0,24186026.0,74.785,115.34,69.5,1046192.4897959183,987184.7346938775,1059142.72000047,991285.113420494,75.19266876845491,1408571.789441267
200601,,23257866.0,23089304.0,75.231,112.09,71.1,1033682.9333333333,1026191.2888888889,1105454.80319318,1050388.41007119,75.3341526791927,1467401.92048182
