,BEM1,BEM2,SVR-KNN,RF-DVS,S-XGB,LQR,OptimARIMA,Avg,Med,Min,Max,AdaMSM,DQS,BMA,DMA,LOP,AFTER,DQS_Mk2
2007-03-01,0.864427136587409,1.230193148602154,0.8557417839777068,1.230364125702715,1.387634873390198,0.04640460787535719,-0.05115826324767669,0.7948010589839803,0.864427136587409,-0.05115826324767669,1.387634873390198,0.7948010589839803,0.864427136587409,0.7948010589839803,0.7948010589839803,0.7948010589839803,0.7948010589839803,0.7948010589839803
2007-06-01,1.424862935704141,1.124210647922297,1.07349721528723,1.120692460864002,1.300306558609009,0.5140800076753439,2.537758370765164,1.2993440281181694,1.124210647922297,0.5140800076753439,2.537758370765164,1.2993440281181694,1.124210647922297,1.2993440281181694,1.2993440281181694,1.2993440281181694,1.2993440281181694,2.537758370765164
2007-09-01,1.093643435306291,1.091206734662009,1.067095222827051,1.235666286649168,1.345291495323181,0.5240520421106403,1.354563349734249,1.1016455095160844,1.093643435306291,0.5240520421106403,1.354563349734249,1.1016455095160844,1.093643435306291,1.1016455095160844,1.1016455095160844,1.1016455095160844,1.1016455095160844,1.1016455095160844
2007-12-01,0.9604493526230939,0.8632500120244302,0.8377612125649678,1.181118833353376,1.386424779891968,-0.1460407036559464,0.4617377815933968,0.7921001811993266,0.8632500120244302,-0.1460407036559464,1.386424779891968,0.7921001811993266,0.7476338001821556,0.7921001811993266,0.7921001811993266,0.7921001811993266,0.7921001811993266,0.7921001811993266
2008-03-01,1.177892889022303,0.8854761727819849,1.18614170650739,0.9702693923939069,1.364481925964355,-0.1244539875029184,-0.09201647034558763,0.7668273755459191,0.9702693923939069,-0.1244539875029184,1.364481925964355,1.177892889022303,0.9702693923939069,0.9872300260635927,0.9797804813978783,1.0777188313965755,1.0273638363278899,1.177892889022303
2008-06-01,0.5876354941696249,0.4744026844505811,1.340698017088961,1.085429054029701,1.444493889808655,0.714549597393215,0.1689214492352934,0.8308757408822902,0.714549597393215,0.1689214492352934,1.444493889808655,1.085429054029701,0.714549597393215,0.9379456869225,0.9339485448027356,0.9728993212569889,0.9097637746994082,0.8719232070956136
2008-09-01,1.150663428449761,1.045443320081141,0.7102235124663392,0.8549188544542039,1.367214679718018,-0.2257192138810469,1.157391653029569,0.8657337477597121,1.045443320081141,-0.2257192138810469,1.367214679718018,1.045443320081141,1.045443320081141,1.0332427716147912,1.0314722857391716,0.9887231502753062,0.976894807599618,1.0332427716147912
2008-12-01,1.496172602642076,1.226858634571393,1.148818216393526,0.7152883814603297,1.319488883018494,-0.4370661023298182,1.384851699988688,0.9792017593920984,1.226858634571393,-0.4370661023298182,1.496172602642076,1.226858634571393,1.1811447552981198,1.152365485465494,1.1518298242104366,1.10004582063805,1.1109985562433295,1.152365485465494
2009-03-01,1.732162837109819,1.287871036037913,1.536791381494409,0.793941870048809,1.28472101688385,-1.676280227306042,0.8907616027525074,0.835709931003038,1.28472101688385,-1.676280227306042,1.732162837109819,0.793941870048809,1.0877413098181787,0.3701590603435682,0.3984619885661439,0.486572823420183,-0.8702981178058311,-1.676280227306042
2009-06-01,3.944553644291204,3.873905150986623,1.78496684165253,1.297480269036314,1.212615489959717,1.245861605182862,0.5336309021221932,1.9847162718902058,1.297480269036314,0.5336309021221932,3.944553644291204,1.297480269036314,1.297480269036314,1.766213109667962,1.7777991890135552,1.8783053493892736,1.4782136270052586,1.4782136270052586
